Date/Time,Swimming Stroke Count (count),Source
2022-01-06 09:15:13,0.386,Alan’s Apple Watch
2022-01-06 09:15:14,0.392,Alan’s Apple Watch
2022-01-06 09:15:15,0.392,Alan’s Apple Watch
2022-01-06 09:15:16,0.392,Alan’s Apple Watch
2022-01-06 09:15:17,0.392,Alan’s Apple Watch
2022-01-06 09:15:18,0.392,Alan’s Apple Watch
2022-01-06 09:15:19,0.392,Alan’s Apple Watch
2022-01-06 09:15:20,0.392,Alan’s Apple Watch
2022-01-06 09:15:21,0.392,Alan’s Apple Watch
2022-01-06 09:15:22,0.392,Alan’s Apple Watch
2022-01-06 09:15:23,0.392,Alan’s Apple Watch
2022-01-06 09:15:24,0.392,Alan’s Apple Watch
2022-01-06 09:15:25,0.392,Alan’s Apple Watch
2022-01-06 09:15:26,0.392,Alan’s Apple Watch
2022-01-06 09:15:27,0.392,Alan’s Apple Watch
2022-01-06 09:15:28,0.392,Alan’s Apple Watch
2022-01-06 09:15:29,0.392,Alan’s Apple Watch
2022-01-06 09:15:30,0.392,Alan’s Apple Watch
2022-01-06 09:15:31,0.392,Alan’s Apple Watch
2022-01-06 09:15:32,0.392,Alan’s Apple Watch
2022-01-06 09:15:33,0.252,Alan’s Apple Watch
2022-01-06 09:15:38,0.108,Alan’s Apple Watch
2022-01-06 09:15:39,0.48,Alan’s Apple Watch
2022-01-06 09:15:40,0.48,Alan’s Apple Watch
2022-01-06 09:15:41,0.48,Alan’s Apple Watch
2022-01-06 09:15:42,0.48,Alan’s Apple Watch
2022-01-06 09:15:43,0.48,Alan’s Apple Watch
2022-01-06 09:15:44,0.48,Alan’s Apple Watch
2022-01-06 09:15:45,0.48,Alan’s Apple Watch
2022-01-06 09:15:46,0.48,Alan’s Apple Watch
2022-01-06 09:15:47,0.48,Alan’s Apple Watch
2022-01-06 09:15:48,0.48,Alan’s Apple Watch
2022-01-06 09:15:49,0.094,Alan’s Apple Watch
2022-01-06 09:16:05,0.215,Alan’s Apple Watch
2022-01-06 09:16:06,0.253,Alan’s Apple Watch
2022-01-06 09:16:07,0.253,Alan’s Apple Watch
2022-01-06 09:16:08,0.253,Alan’s Apple Watch
2022-01-06 09:16:09,0.253,Alan’s Apple Watch
2022-01-06 09:16:10,0.253,Alan’s Apple Watch
2022-01-06 09:16:11,0.253,Alan’s Apple Watch
2022-01-06 09:16:12,0.253,Alan’s Apple Watch
2022-01-06 09:16:13,0.253,Alan’s Apple Watch
2022-01-06 09:16:14,0.253,Alan’s Apple Watch
2022-01-06 09:16:15,0.253,Alan’s Apple Watch
2022-01-06 09:16:16,0.253,Alan’s Apple Watch
2022-01-06 09:16:17,0.253,Alan’s Apple Watch
2022-01-06 09:16:18,0.253,Alan’s Apple Watch
2022-01-06 09:16:19,0.253,Alan’s Apple Watch
2022-01-06 09:16:20,0.253,Alan’s Apple Watch
2022-01-06 09:16:21,0.253,Alan’s Apple Watch
2022-01-06 09:16:22,0.253,Alan’s Apple Watch
2022-01-06 09:16:23,0.253,Alan’s Apple Watch
2022-01-06 09:16:24,0.253,Alan’s Apple Watch
2022-01-06 09:16:25,0.253,Alan’s Apple Watch
2022-01-06 09:16:26,0.253,Alan’s Apple Watch
2022-01-06 09:16:27,0.253,Alan’s Apple Watch
2022-01-06 09:16:28,0.253,Alan’s Apple Watch
2022-01-06 09:16:29,0.253,Alan’s Apple Watch
2022-01-06 09:16:30,0.253,Alan’s Apple Watch
2022-01-06 09:16:31,0.253,Alan’s Apple Watch
2022-01-06 09:16:32,0.205,Alan’s Apple Watch
2022-01-06 09:18:50,0.133,Alan’s Apple Watch
2022-01-06 09:18:51,0.397,Alan’s Apple Watch
2022-01-06 09:18:52,0.397,Alan’s Apple Watch
2022-01-06 09:18:53,0.397,Alan’s Apple Watch
2022-01-06 09:18:54,0.397,Alan’s Apple Watch
2022-01-06 09:18:55,0.397,Alan’s Apple Watch
2022-01-06 09:18:56,0.397,Alan’s Apple Watch
2022-01-06 09:18:57,0.397,Alan’s Apple Watch
2022-01-06 09:18:58,0.397,Alan’s Apple Watch
2022-01-06 09:18:59,0.397,Alan’s Apple Watch
2022-01-06 09:19:00,0.397,Alan’s Apple Watch
2022-01-06 09:19:01,0.397,Alan’s Apple Watch
2022-01-06 09:19:02,0.397,Alan’s Apple Watch
2022-01-06 09:19:03,0.397,Alan’s Apple Watch
2022-01-06 09:19:04,0.397,Alan’s Apple Watch
2022-01-06 09:19:05,0.397,Alan’s Apple Watch
2022-01-06 09:19:06,0.397,Alan’s Apple Watch
2022-01-06 09:19:07,0.397,Alan’s Apple Watch
2022-01-06 09:19:08,0.121,Alan’s Apple Watch
2022-01-06 09:19:14,0.398,Alan’s Apple Watch
2022-01-06 09:19:15,0.402,Alan’s Apple Watch
2022-01-06 09:19:16,0.402,Alan’s Apple Watch
2022-01-06 09:19:17,0.402,Alan’s Apple Watch
2022-01-06 09:19:18,0.402,Alan’s Apple Watch
2022-01-06 09:19:19,0.402,Alan’s Apple Watch
2022-01-06 09:19:20,0.402,Alan’s Apple Watch
2022-01-06 09:19:21,0.402,Alan’s Apple Watch
2022-01-06 09:19:22,0.402,Alan’s Apple Watch
2022-01-06 09:19:23,0.402,Alan’s Apple Watch
2022-01-06 09:19:24,0.402,Alan’s Apple Watch
2022-01-06 09:19:25,0.402,Alan’s Apple Watch
2022-01-06 09:19:26,0.184,Alan’s Apple Watch
2022-01-06 09:19:32,0.321,Alan’s Apple Watch
2022-01-06 09:19:33,0.335,Alan’s Apple Watch
2022-01-06 09:19:34,0.335,Alan’s Apple Watch
2022-01-06 09:19:35,0.335,Alan’s Apple Watch
2022-01-06 09:19:36,0.335,Alan’s Apple Watch
2022-01-06 09:19:37,0.335,Alan’s Apple Watch
2022-01-06 09:19:38,0.335,Alan’s Apple Watch
2022-01-06 09:19:39,0.335,Alan’s Apple Watch
2022-01-06 09:19:40,0.335,Alan’s Apple Watch
2022-01-06 09:19:41,0.335,Alan’s Apple Watch
2022-01-06 09:19:42,0.335,Alan’s Apple Watch
2022-01-06 09:19:43,0.335,Alan’s Apple Watch
2022-01-06 09:19:44,0.335,Alan’s Apple Watch
2022-01-06 09:19:45,0.335,Alan’s Apple Watch
2022-01-06 09:19:46,0.325,Alan’s Apple Watch
2022-01-06 09:19:52,0.013,Alan’s Apple Watch
2022-01-06 09:19:53,0.204,Alan’s Apple Watch
2022-01-06 09:19:54,0.204,Alan’s Apple Watch
2022-01-06 09:19:55,0.204,Alan’s Apple Watch
2022-01-06 09:19:56,0.204,Alan’s Apple Watch
2022-01-06 09:19:57,0.204,Alan’s Apple Watch
2022-01-06 09:19:58,0.204,Alan’s Apple Watch
2022-01-06 09:19:59,0.204,Alan’s Apple Watch
2022-01-06 09:20:00,0.204,Alan’s Apple Watch
2022-01-06 09:20:01,0.204,Alan’s Apple Watch
2022-01-06 09:20:02,0.204,Alan’s Apple Watch
2022-01-06 09:20:03,0.204,Alan’s Apple Watch
2022-01-06 09:20:04,0.204,Alan’s Apple Watch
2022-01-06 09:20:05,0.204,Alan’s Apple Watch
2022-01-06 09:20:06,0.204,Alan’s Apple Watch
2022-01-06 09:20:07,0.204,Alan’s Apple Watch
2022-01-06 09:20:08,0.204,Alan’s Apple Watch
2022-01-06 09:20:09,0.204,Alan’s Apple Watch
2022-01-06 09:20:10,0.204,Alan’s Apple Watch
2022-01-06 09:20:11,0.204,Alan’s Apple Watch
2022-01-06 09:20:12,0.204,Alan’s Apple Watch
2022-01-06 09:20:13,0.204,Alan’s Apple Watch
2022-01-06 09:20:14,0.204,Alan’s Apple Watch
2022-01-06 09:20:15,0.204,Alan’s Apple Watch
2022-01-06 09:20:16,0.204,Alan’s Apple Watch
2022-01-06 09:20:17,0.204,Alan’s Apple Watch
2022-01-06 09:20:18,0.204,Alan’s Apple Watch
2022-01-06 09:20:19,0.204,Alan’s Apple Watch
2022-01-06 09:20:20,0.204,Alan’s Apple Watch
2022-01-06 09:20:21,0.204,Alan’s Apple Watch
2022-01-06 09:20:22,0.204,Alan’s Apple Watch
2022-01-06 09:20:23,0.204,Alan’s Apple Watch
2022-01-06 09:20:24,0.204,Alan’s Apple Watch
2022-01-06 09:20:25,0.204,Alan’s Apple Watch
2022-01-06 09:20:26,0.204,Alan’s Apple Watch
2022-01-06 09:20:27,0.057,Alan’s Apple Watch
2022-01-06 09:20:56,0.192,Alan’s Apple Watch
2022-01-06 09:20:57,0.563,Alan’s Apple Watch
2022-01-06 09:20:58,0.563,Alan’s Apple Watch
2022-01-06 09:20:59,0.563,Alan’s Apple Watch
2022-01-06 09:21:00,0.563,Alan’s Apple Watch
2022-01-06 09:21:01,0.563,Alan’s Apple Watch
2022-01-06 09:21:02,0.563,Alan’s Apple Watch
2022-01-06 09:21:03,0.563,Alan’s Apple Watch
2022-01-06 09:21:04,0.563,Alan’s Apple Watch
2022-01-06 09:21:05,0.563,Alan’s Apple Watch
2022-01-06 09:21:06,0.563,Alan’s Apple Watch
2022-01-06 09:21:07,0.563,Alan’s Apple Watch
2022-01-06 09:21:08,0.563,Alan’s Apple Watch
2022-01-06 09:21:09,0.563,Alan’s Apple Watch
2022-01-06 09:21:10,0.563,Alan’s Apple Watch
2022-01-06 09:21:11,0.563,Alan’s Apple Watch
2022-01-06 09:21:12,0.563,Alan’s Apple Watch
2022-01-06 09:21:13,0.563,Alan’s Apple Watch
2022-01-06 09:21:14,0.563,Alan’s Apple Watch
2022-01-06 09:21:15,0.563,Alan’s Apple Watch
2022-01-06 09:21:16,0.563,Alan’s Apple Watch
2022-01-06 09:21:17,0.554,Alan’s Apple Watch
2022-01-06 09:21:46,0.043,Alan’s Apple Watch
2022-01-06 09:21:47,0.39,Alan’s Apple Watch
2022-01-06 09:21:48,0.39,Alan’s Apple Watch
2022-01-06 09:21:49,0.39,Alan’s Apple Watch
2022-01-06 09:21:50,0.39,Alan’s Apple Watch
2022-01-06 09:21:51,0.39,Alan’s Apple Watch
2022-01-06 09:21:52,0.39,Alan’s Apple Watch
2022-01-06 09:21:53,0.39,Alan’s Apple Watch
2022-01-06 09:21:54,0.39,Alan’s Apple Watch
2022-01-06 09:21:55,0.39,Alan’s Apple Watch
2022-01-06 09:21:56,0.39,Alan’s Apple Watch
2022-01-06 09:21:57,0.39,Alan’s Apple Watch
2022-01-06 09:21:58,0.39,Alan’s Apple Watch
2022-01-06 09:21:59,0.39,Alan’s Apple Watch
2022-01-06 09:22:00,0.39,Alan’s Apple Watch
2022-01-06 09:22:01,0.39,Alan’s Apple Watch
2022-01-06 09:22:02,0.39,Alan’s Apple Watch
2022-01-06 09:22:03,0.39,Alan’s Apple Watch
2022-01-06 09:22:04,0.39,Alan’s Apple Watch
2022-01-06 09:22:05,0.39,Alan’s Apple Watch
2022-01-06 09:22:06,0.39,Alan’s Apple Watch
2022-01-06 09:22:07,0.39,Alan’s Apple Watch
2022-01-06 09:22:08,0.39,Alan’s Apple Watch
2022-01-06 09:22:09,0.39,Alan’s Apple Watch
2022-01-06 09:22:10,0.39,Alan’s Apple Watch
2022-01-06 09:22:11,0.39,Alan’s Apple Watch
2022-01-06 09:22:12,0.196,Alan’s Apple Watch
2022-01-06 09:22:17,0.311,Alan’s Apple Watch
2022-01-06 09:22:18,0.59,Alan’s Apple Watch
2022-01-06 09:22:19,0.59,Alan’s Apple Watch
2022-01-06 09:22:20,0.59,Alan’s Apple Watch
2022-01-06 09:22:21,0.59,Alan’s Apple Watch
2022-01-06 09:22:22,0.59,Alan’s Apple Watch
2022-01-06 09:22:23,0.59,Alan’s Apple Watch
2022-01-06 09:22:24,0.147,Alan’s Apple Watch
2022-01-06 09:22:39,0.092,Alan’s Apple Watch
2022-01-06 09:22:40,0.308,Alan’s Apple Watch
2022-01-06 09:22:41,0.308,Alan’s Apple Watch
2022-01-06 09:22:42,0.308,Alan’s Apple Watch
2022-01-06 09:22:43,0.308,Alan’s Apple Watch
2022-01-06 09:22:44,0.308,Alan’s Apple Watch
2022-01-06 09:22:45,0.308,Alan’s Apple Watch
2022-01-06 09:22:46,0.308,Alan’s Apple Watch
2022-01-06 09:22:47,0.308,Alan’s Apple Watch
2022-01-06 09:22:48,0.308,Alan’s Apple Watch
2022-01-06 09:22:49,0.308,Alan’s Apple Watch
2022-01-06 09:22:50,0.308,Alan’s Apple Watch
2022-01-06 09:22:51,0.308,Alan’s Apple Watch
2022-01-06 09:22:52,0.308,Alan’s Apple Watch
2022-01-06 09:22:53,0.308,Alan’s Apple Watch
2022-01-06 09:22:54,0.308,Alan’s Apple Watch
2022-01-06 09:22:55,0.308,Alan’s Apple Watch
2022-01-06 09:22:56,0.308,Alan’s Apple Watch
2022-01-06 09:22:57,0.308,Alan’s Apple Watch
2022-01-06 09:22:58,0.308,Alan’s Apple Watch
2022-01-06 09:22:59,0.308,Alan’s Apple Watch
2022-01-06 09:23:00,0.308,Alan’s Apple Watch
2022-01-06 09:23:01,0.308,Alan’s Apple Watch
2022-01-06 09:23:02,0.121,Alan’s Apple Watch
2022-01-06 09:23:06,0.205,Alan’s Apple Watch
2022-01-06 09:23:07,0.315,Alan’s Apple Watch
2022-01-06 09:23:08,0.315,Alan’s Apple Watch
2022-01-06 09:23:09,0.315,Alan’s Apple Watch
2022-01-06 09:23:10,0.315,Alan’s Apple Watch
2022-01-06 09:23:11,0.315,Alan’s Apple Watch
2022-01-06 09:23:12,0.315,Alan’s Apple Watch
2022-01-06 09:23:13,0.315,Alan’s Apple Watch
2022-01-06 09:23:14,0.315,Alan’s Apple Watch
2022-01-06 09:23:15,0.315,Alan’s Apple Watch
2022-01-06 09:23:16,0.315,Alan’s Apple Watch
2022-01-06 09:23:17,0.315,Alan’s Apple Watch
2022-01-06 09:23:18,0.315,Alan’s Apple Watch
2022-01-06 09:23:19,0.315,Alan’s Apple Watch
2022-01-06 09:23:20,0.315,Alan’s Apple Watch
2022-01-06 09:23:21,0.315,Alan’s Apple Watch
2022-01-06 09:23:22,0.076,Alan’s Apple Watch
2022-01-06 09:24:38,0.384,Alan’s Apple Watch
2022-01-06 09:24:39,0.93,Alan’s Apple Watch
2022-01-06 09:24:40,0.93,Alan’s Apple Watch
2022-01-06 09:24:41,0.93,Alan’s Apple Watch
2022-01-06 09:24:42,0.93,Alan’s Apple Watch
2022-01-06 09:24:43,0.93,Alan’s Apple Watch
2022-01-06 09:24:44,0.93,Alan’s Apple Watch
2022-01-06 09:24:45,0.93,Alan’s Apple Watch
2022-01-06 09:24:46,0.93,Alan’s Apple Watch
2022-01-06 09:24:47,0.93,Alan’s Apple Watch
2022-01-06 09:24:48,0.93,Alan’s Apple Watch
2022-01-06 09:24:49,0.93,Alan’s Apple Watch
2022-01-06 09:24:50,0.93,Alan’s Apple Watch
2022-01-06 09:24:51,0.93,Alan’s Apple Watch
2022-01-06 09:24:52,0.93,Alan’s Apple Watch
2022-01-06 09:24:53,0.93,Alan’s Apple Watch
2022-01-06 09:24:54,0.93,Alan’s Apple Watch
2022-01-06 09:24:55,0.93,Alan’s Apple Watch
2022-01-06 09:24:56,0.8,Alan’s Apple Watch
2022-01-06 09:25:00,0.286,Alan’s Apple Watch
2022-01-06 09:25:01,0.368,Alan’s Apple Watch
2022-01-06 09:25:02,0.368,Alan’s Apple Watch
2022-01-06 09:25:03,0.368,Alan’s Apple Watch
2022-01-06 09:25:04,0.368,Alan’s Apple Watch
2022-01-06 09:25:05,0.368,Alan’s Apple Watch
2022-01-06 09:25:06,0.368,Alan’s Apple Watch
2022-01-06 09:25:07,0.368,Alan’s Apple Watch
2022-01-06 09:25:08,0.368,Alan’s Apple Watch
2022-01-06 09:25:09,0.368,Alan’s Apple Watch
2022-01-06 09:25:10,0.368,Alan’s Apple Watch
2022-01-06 09:25:11,0.368,Alan’s Apple Watch
2022-01-06 09:25:12,0.368,Alan’s Apple Watch
2022-01-06 09:25:13,0.294,Alan’s Apple Watch
2022-01-06 09:25:18,0.114,Alan’s Apple Watch
2022-01-06 09:25:19,0.365,Alan’s Apple Watch
2022-01-06 09:25:20,0.365,Alan’s Apple Watch
2022-01-06 09:25:21,0.365,Alan’s Apple Watch
2022-01-06 09:25:22,0.365,Alan’s Apple Watch
2022-01-06 09:25:23,0.365,Alan’s Apple Watch
2022-01-06 09:25:24,0.365,Alan’s Apple Watch
2022-01-06 09:25:25,0.365,Alan’s Apple Watch
2022-01-06 09:25:26,0.365,Alan’s Apple Watch
2022-01-06 09:25:27,0.365,Alan’s Apple Watch
2022-01-06 09:25:28,0.365,Alan’s Apple Watch
2022-01-06 09:25:29,0.365,Alan’s Apple Watch
2022-01-06 09:25:30,0.365,Alan’s Apple Watch
2022-01-06 09:25:31,0.365,Alan’s Apple Watch
2022-01-06 09:25:32,0.143,Alan’s Apple Watch
2022-01-06 09:25:35,0.057,Alan’s Apple Watch
2022-01-06 09:25:36,0.345,Alan’s Apple Watch
2022-01-06 09:25:37,0.345,Alan’s Apple Watch
2022-01-06 09:25:38,0.345,Alan’s Apple Watch
2022-01-06 09:25:39,0.345,Alan’s Apple Watch
2022-01-06 09:25:40,0.345,Alan’s Apple Watch
2022-01-06 09:25:41,0.345,Alan’s Apple Watch
2022-01-06 09:25:42,0.345,Alan’s Apple Watch
2022-01-06 09:25:43,0.345,Alan’s Apple Watch
2022-01-06 09:25:44,0.345,Alan’s Apple Watch
2022-01-06 09:25:45,0.345,Alan’s Apple Watch
2022-01-06 09:25:46,0.345,Alan’s Apple Watch
2022-01-06 09:25:47,0.345,Alan’s Apple Watch
2022-01-06 09:25:48,0.345,Alan’s Apple Watch
2022-01-06 09:25:49,0.345,Alan’s Apple Watch
2022-01-06 09:25:50,0.118,Alan’s Apple Watch
2022-01-06 09:26:06,0.072,Alan’s Apple Watch
2022-01-06 09:26:07,0.554,Alan’s Apple Watch
2022-01-06 09:26:08,0.554,Alan’s Apple Watch
2022-01-06 09:26:09,0.554,Alan’s Apple Watch
2022-01-06 09:26:10,0.554,Alan’s Apple Watch
2022-01-06 09:26:11,0.554,Alan’s Apple Watch
2022-01-06 09:26:12,0.554,Alan’s Apple Watch
2022-01-06 09:26:13,0.554,Alan’s Apple Watch
2022-01-06 09:26:14,0.554,Alan’s Apple Watch
2022-01-06 09:26:15,0.554,Alan’s Apple Watch
2022-01-06 09:26:16,0.554,Alan’s Apple Watch
2022-01-06 09:26:17,0.554,Alan’s Apple Watch
2022-01-06 09:26:18,0.554,Alan’s Apple Watch
2022-01-06 09:26:19,0.554,Alan’s Apple Watch
2022-01-06 09:26:20,0.554,Alan’s Apple Watch
2022-01-06 09:26:21,0.554,Alan’s Apple Watch
2022-01-06 09:26:22,0.554,Alan’s Apple Watch
2022-01-06 09:26:23,0.554,Alan’s Apple Watch
2022-01-06 09:26:24,0.511,Alan’s Apple Watch
2022-01-06 09:26:31,0.087,Alan’s Apple Watch
2022-01-06 09:26:32,0.311,Alan’s Apple Watch
2022-01-06 09:26:33,0.311,Alan’s Apple Watch
2022-01-06 09:26:34,0.311,Alan’s Apple Watch
2022-01-06 09:26:35,0.311,Alan’s Apple Watch
2022-01-06 09:26:36,0.311,Alan’s Apple Watch
2022-01-06 09:26:37,0.311,Alan’s Apple Watch
2022-01-06 09:26:38,0.311,Alan’s Apple Watch
2022-01-06 09:26:39,0.311,Alan’s Apple Watch
2022-01-06 09:26:40,0.311,Alan’s Apple Watch
2022-01-06 09:26:41,0.311,Alan’s Apple Watch
2022-01-06 09:26:42,0.311,Alan’s Apple Watch
2022-01-06 09:26:43,0.311,Alan’s Apple Watch
2022-01-06 09:26:44,0.311,Alan’s Apple Watch
2022-01-06 09:26:45,0.311,Alan’s Apple Watch
2022-01-06 09:26:46,0.311,Alan’s Apple Watch
2022-01-06 09:26:47,0.311,Alan’s Apple Watch
2022-01-06 09:26:48,0.311,Alan’s Apple Watch
2022-01-06 09:26:49,0.311,Alan’s Apple Watch
2022-01-06 09:26:50,0.311,Alan’s Apple Watch
2022-01-06 09:26:51,0.311,Alan’s Apple Watch
2022-01-06 09:26:52,0.311,Alan’s Apple Watch
2022-01-06 09:26:53,0.311,Alan’s Apple Watch
2022-01-06 09:26:54,0.081,Alan’s Apple Watch
2022-01-06 09:27:04,0.2,Alan’s Apple Watch
2022-01-06 09:27:05,0.401,Alan’s Apple Watch
2022-01-06 09:27:06,0.401,Alan’s Apple Watch
2022-01-06 09:27:07,0.401,Alan’s Apple Watch
2022-01-06 09:27:08,0.401,Alan’s Apple Watch
2022-01-06 09:27:09,0.401,Alan’s Apple Watch
2022-01-06 09:27:10,0.401,Alan’s Apple Watch
2022-01-06 09:27:11,0.401,Alan’s Apple Watch
2022-01-06 09:27:12,0.401,Alan’s Apple Watch
2022-01-06 09:27:13,0.401,Alan’s Apple Watch
2022-01-06 09:27:14,0.401,Alan’s Apple Watch
2022-01-06 09:27:15,0.401,Alan’s Apple Watch
2022-01-06 09:27:16,0.393,Alan’s Apple Watch
2022-01-06 09:28:15,0.28,Alan’s Apple Watch
2022-01-06 09:28:16,0.339,Alan’s Apple Watch
2022-01-06 09:28:17,0.339,Alan’s Apple Watch
2022-01-06 09:28:18,0.339,Alan’s Apple Watch
2022-01-06 09:28:19,0.339,Alan’s Apple Watch
2022-01-06 09:28:20,0.339,Alan’s Apple Watch
2022-01-06 09:28:21,0.339,Alan’s Apple Watch
2022-01-06 09:28:22,0.339,Alan’s Apple Watch
2022-01-06 09:28:23,0.339,Alan’s Apple Watch
2022-01-06 09:28:24,0.339,Alan’s Apple Watch
2022-01-06 09:28:25,0.339,Alan’s Apple Watch
2022-01-06 09:28:26,0.339,Alan’s Apple Watch
2022-01-06 09:28:27,0.339,Alan’s Apple Watch
2022-01-06 09:28:28,0.339,Alan’s Apple Watch
2022-01-06 09:28:29,0.339,Alan’s Apple Watch
2022-01-06 09:28:30,0.339,Alan’s Apple Watch
2022-01-06 09:28:31,0.339,Alan’s Apple Watch
2022-01-06 09:28:32,0.339,Alan’s Apple Watch
2022-01-06 09:28:33,0.339,Alan’s Apple Watch
2022-01-06 09:28:34,0.339,Alan’s Apple Watch
2022-01-06 09:28:35,0.339,Alan’s Apple Watch
2022-01-06 09:28:36,0.339,Alan’s Apple Watch
2022-01-06 09:28:37,0.339,Alan’s Apple Watch
2022-01-06 09:28:38,0.258,Alan’s Apple Watch
2022-01-06 09:28:39,0.459,Alan’s Apple Watch
2022-01-06 09:28:40,0.687,Alan’s Apple Watch
2022-01-06 09:28:41,0.687,Alan’s Apple Watch
2022-01-06 09:28:42,0.687,Alan’s Apple Watch
2022-01-06 09:28:43,0.687,Alan’s Apple Watch
2022-01-06 09:28:44,0.687,Alan’s Apple Watch
2022-01-06 09:28:45,0.687,Alan’s Apple Watch
2022-01-06 09:28:46,0.687,Alan’s Apple Watch
2022-01-06 09:28:47,0.687,Alan’s Apple Watch
2022-01-06 09:28:48,0.687,Alan’s Apple Watch
2022-01-06 09:28:49,0.687,Alan’s Apple Watch
2022-01-06 09:28:50,0.687,Alan’s Apple Watch
2022-01-06 09:28:51,0.687,Alan’s Apple Watch
2022-01-06 09:28:52,0.687,Alan’s Apple Watch
2022-01-06 09:28:53,0.687,Alan’s Apple Watch
2022-01-06 09:28:54,0.687,Alan’s Apple Watch
